EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-450.534	-599.735	5.145	28.603	33.509	1.756	1.190
-450.138	-596.680	5.171	28.149	32.410	1.644	1.089
-449.485	-597.772	5.152	27.912	32.156	1.711	1.150
-448.372	-596.356	5.162	28.306	31.680	1.645	1.094
-448.703	-596.686	5.162	28.960	31.457	1.648	1.100
-446.904	-596.317	5.133	28.742	32.028	1.782	1.213
-448.860	-597.004	5.160	27.915	32.662	1.724	1.161
-448.109	-596.988	5.146	28.345	31.807	1.619	1.073
-446.755	-599.963	5.116	29.050	31.717	1.714	1.143
-446.485	-599.452	5.127	31.281	31.620	1.715	1.174
-449.371	-598.384	5.147	27.858	31.644	1.632	1.097
-452.248	-599.815	5.160	27.907	32.997	1.779	1.199
-449.313	-595.924	5.165	28.821	32.106	1.689	1.167
-449.909	-599.345	5.149	29.008	32.398	1.768	1.227
-449.644	-599.762	5.142	28.489	32.830	1.767	1.212
-449.651	-597.906	5.141	28.073	32.317	1.852	1.224
-449.323	-595.917	5.149	28.267	31.826	1.676	1.121
-448.928	-595.644	5.144	27.042	31.329	1.684	1.133
-449.623	-599.976	5.144	28.382	33.532	1.750	1.180
-448.682	-600.234	5.129	28.666	32.021	1.822	1.206
-449.091	-598.484	5.139	29.857	31.859	1.721	1.158
-450.546	-595.031	5.170	26.836	31.888	1.725	1.133
-449.767	-595.109	5.162	27.303	33.005	1.672	1.101
-449.463	-596.052	5.156	27.761	31.735	1.671	1.125
-447.729	-598.941	5.140	28.917	32.140	1.793	1.221
-450.098	-600.126	5.148	28.778	33.069	1.655	1.091
-448.799	-601.757	5.135	32.090	34.572	1.796	1.216
-449.085	-598.801	5.145	29.666	33.060	1.784	1.219
-451.237	-596.830	5.173	28.410	32.140	1.749	1.189
-447.664	-596.092	5.138	28.690	32.133	1.784	1.201
-449.337	-602.039	5.142	29.072	32.518	1.718	1.111
-449.897	-593.346	5.173	27.610	32.206	1.712	1.129
-450.508	-595.853	5.171	28.081	33.097	1.730	1.169
-450.336	-599.359	5.155	27.886	32.968	1.673	1.112
-449.261	-596.674	5.157	28.522	32.403	1.713	1.156
-448.904	-597.544	5.137	27.889	32.105	1.696	1.144
-446.725	-602.208	5.125	31.495	31.590	1.739	1.228
-448.430	-597.484	5.153	28.971	32.047	1.660	1.103
-447.601	-593.664	5.156	30.399	31.465	1.703	1.122
-447.827	-598.217	5.158	29.791	33.086	1.726	1.128
-447.143	-596.264	5.157	28.816	32.114	1.630	1.058
