EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-301.085	-349.166	2.097	8.883	19.640	6.078	13.801
-301.081	-348.982	2.080	8.831	18.766	6.050	13.735
-300.825	-348.972	2.084	8.791	18.335	6.049	13.778
-300.632	-348.316	2.087	9.219	20.807	6.155	14.065
-301.042	-349.440	2.051	9.300	20.136	6.173	14.154
-300.549	-348.431	2.058	9.317	20.461	6.154	14.156
-300.529	-349.140	2.028	9.724	21.706	6.309	14.626
-300.065	-348.302	2.055	9.556	20.963	6.234	14.558
-301.084	-348.775	2.052	9.998	23.221	6.313	14.927
-300.308	-348.853	2.039	9.730	21.875	6.276	14.812
-300.677	-348.619	2.040	10.116	23.786	6.287	14.957
-300.226	-348.048	2.052	10.053	22.746	6.345	15.200
-300.103	-348.353	2.026	10.199	24.464	6.249	15.072
-300.149	-348.089	2.038	10.381	25.510	6.322	15.422
-299.688	-347.833	2.032	9.957	22.908	6.222	15.163
-300.024	-347.807	2.020	10.364	24.217	6.201	15.257
-298.769	-347.039	2.056	9.601	22.012	5.995	14.734
-298.649	-346.585	2.057	9.516	22.360	5.992	14.785
-299.028	-347.012	2.054	9.710	22.526	5.944	14.747
-297.277	-345.432	2.066	9.149	19.985	5.809	14.312
-297.607	-345.385	2.057	9.067	21.236	5.737	14.206
-296.484	-344.722	2.075	8.702	18.359	5.628	13.918
-297.338	-345.321	2.075	8.412	17.318	5.570	13.808
-296.646	-344.672	2.086	7.998	15.562	5.489	13.494
-295.727	-343.685	2.106	7.575	13.853	5.380	13.175
-296.522	-343.905	2.101	7.401	13.706	5.356	13.083
-296.648	-343.520	2.123	7.154	12.485	5.251	12.736
-296.463	-343.550	2.146	6.927	12.000	5.208	12.612
-295.392	-342.911	2.149	6.689	11.525	5.194	12.590
-295.345	-342.854	2.162	6.502	10.497	5.166	12.485
-295.197	-342.564	2.164	6.253	9.584	5.091	12.247
-294.832	-342.354	2.171	6.069	9.069	5.068	12.146
-294.320	-341.839	2.188	5.823	8.587	5.061	12.140
-294.156	-341.670	2.207	5.777	8.405	5.039	12.046
-294.290	-341.946	2.215	5.620	8.017	4.988	11.932
-293.928	-341.691	2.213	5.523	7.909	4.978	11.929
-294.238	-341.955	2.223	5.424	7.642	4.931	11.788
-294.031	-341.629	2.245	5.337	7.442	4.954	11.804
-294.824	-341.477	2.250	5.245	7.317	4.939	11.803
