EUBO	ELBO	ESS	AKLs_ex	AKLs_in
-200.738	-206.010	6.083	4.947	2.537
-200.649	-206.113	6.184	4.788	2.295
-200.662	-205.571	6.273	4.526	2.307
-200.691	-206.077	6.131	5.045	2.389
-200.788	-206.031	6.175	5.086	2.409
-200.595	-206.393	6.106	5.212	2.455
-200.656	-205.960	6.094	5.034	2.431
-200.723	-206.208	6.097	5.064	2.395
-200.611	-206.102	6.059	5.099	2.442
-200.676	-206.203	6.117	5.156	2.410
-200.697	-206.017	6.142	4.858	2.377
-200.706	-205.807	6.203	4.644	2.325
-200.657	-205.653	6.258	4.527	2.218
-200.645	-206.173	6.060	5.104	2.437
-200.708	-205.747	6.158	4.736	2.341
-200.656	-205.764	6.182	4.844	2.348
-200.717	-205.985	6.200	4.789	2.359
-200.713	-206.293	6.154	5.198	2.366
-200.693	-205.846	6.276	4.840	2.239
-200.783	-206.230	6.165	5.115	2.358
-200.697	-206.030	6.199	5.023	2.278
-200.760	-206.307	6.161	5.222	2.392
-200.838	-206.671	6.005	5.727	2.541
-200.891	-206.249	6.192	5.180	2.372
-200.820	-206.315	6.135	5.257	2.435
-200.711	-206.339	6.105	5.221	2.429
-200.630	-205.756	6.223	4.625	2.288
-200.695	-206.315	6.136	5.011	2.375
-200.736	-206.002	6.199	4.844	2.362
-200.735	-205.949	6.195	4.874	2.330
-200.661	-205.853	6.162	4.776	2.361
-200.648	-206.136	6.202	4.955	2.320
-200.667	-205.741	6.255	4.603	2.302
-200.776	-206.201	6.097	5.009	2.551
-200.675	-206.004	6.091	4.853	2.474
-200.743	-205.990	6.101	5.028	2.513
-200.633	-206.227	6.102	5.212	2.483
-200.603	-206.100	6.101	5.106	2.430
-200.636	-206.231	6.091	5.085	2.490
-200.676	-206.002	6.141	4.909	2.414
-200.817	-205.795	6.177	4.696	2.509
-200.728	-206.111	6.142	4.920	2.383
-200.706	-205.595	6.219	4.549	2.358
-200.686	-206.168	6.090	5.042	2.472
-200.727	-206.266	6.202	5.081	2.347
-200.759	-206.271	6.079	5.176	2.446
-200.742	-206.340	6.119	5.204	2.433
-200.726	-205.874	6.267	4.835	2.193
-200.634	-206.280	6.088	5.158	2.425
-200.821	-206.469	6.160	5.285	2.380
-200.639	-206.039	6.077	5.116	2.488
-200.640	-205.689	6.171	4.611	2.361
-200.875	-206.293	6.011	5.240	2.638
-200.681	-206.088	6.056	5.096	2.476
-200.653	-205.888	6.125	4.853	2.345
-200.667	-206.211	6.048	5.153	2.443
-200.738	-205.792	6.141	4.868	2.474
-200.677	-205.871	6.131	4.901	2.453
-200.584	-206.159	6.062	5.103	2.441
-200.611	-205.637	6.183	4.691	2.311
-200.702	-205.796	6.217	4.693	2.333
-200.620	-205.935	6.162	4.956	2.299
-200.566	-205.903	6.153	4.840	2.367
-200.686	-205.812	6.162	4.767	2.375
-200.665	-205.969	6.191	4.926	2.315
-200.669	-205.843	6.106	4.864	2.442
-200.622	-206.111	6.200	4.919	2.303
-200.567	-206.109	6.106	4.984	2.391
-200.664	-206.058	6.179	5.125	2.349
-200.749	-205.990	6.204	4.957	2.309
-200.786	-206.496	6.093	5.346	2.454
-200.759	-205.820	6.170	4.918	2.346
-200.674	-205.850	6.140	4.783	2.386
-200.652	-206.194	6.012	5.062	2.478
-200.740	-206.190	6.109	5.053	2.433
-200.680	-205.721	6.252	4.765	2.325
-200.713	-206.144	6.197	4.778	2.358
-200.775	-206.301	6.090	5.052	2.378
-200.656	-205.697	6.183	4.772	2.278
-200.673	-205.725	6.176	4.671	2.352
-200.588	-205.998	6.136	4.897	2.349
-200.680	-205.952	6.151	5.058	2.401
-200.606	-206.393	5.985	5.307	2.509
-200.780	-206.224	6.075	5.021	2.500
-200.626	-205.885	6.167	4.819	2.349
-200.640	-206.091	6.173	4.914	2.278
-200.676	-206.017	6.095	5.035	2.472
-200.676	-206.044	6.131	5.159	2.346
-200.703	-205.962	6.176	4.952	2.306
-200.620	-206.202	6.130	5.087	2.411
-200.691	-206.127	6.109	5.167	2.438
-200.713	-206.186	6.166	4.877	2.249
-200.648	-205.919	6.182	4.939	2.292
-200.599	-206.158	6.080	5.057	2.456
-200.688	-206.052	6.086	5.026	2.378
-200.664	-206.027	6.133	4.861	2.424
-200.708	-205.895	6.238	4.957	2.243
-200.722	-206.453	6.127	5.333	2.335
-200.710	-206.359	6.124	5.357	2.375
-200.773	-206.511	6.164	5.381	2.319
-200.865	-206.605	6.093	5.495	2.405
-200.819	-205.997	6.274	4.811	2.233
-200.612	-205.819	6.187	4.807	2.281
-200.825	-205.879	6.125	4.794	2.550
-200.869	-205.848	6.227	4.723	2.249
-200.700	-205.969	6.139	4.882	2.346
-200.926	-206.130	6.155	4.940	2.401
-200.658	-205.804	6.118	4.824	2.381
-200.817	-206.220	6.069	5.105	2.508
-200.678	-205.697	6.184	4.629	2.390
-200.753	-205.781	6.218	4.778	2.289
-200.620	-205.861	6.188	4.902	2.280
-200.695	-206.252	6.155	5.036	2.326
-200.707	-205.931	6.179	4.861	2.382
-200.771	-206.391	6.199	5.258	2.319
-200.676	-206.420	6.065	5.251	2.463
-200.758	-206.221	6.222	5.024	2.288
-200.797	-206.496	6.109	5.306	2.398
-200.748	-206.178	6.149	5.057	2.366
-200.677	-206.060	6.203	4.965	2.343
-200.649	-206.279	6.053	5.173	2.478
-200.623	-206.044	6.112	4.985	2.436
-200.737	-205.785	6.168	4.741	2.353
-200.821	-206.331	6.184	5.147	2.277
-200.630	-205.912	6.095	4.857	2.401
-200.660	-205.837	6.219	4.831	2.352
-200.701	-206.281	6.049	5.132	2.526
-200.668	-205.860	6.257	4.786	2.253
-200.890	-206.071	6.144	4.875	2.375
-200.851	-206.038	6.104	4.955	2.462
-200.709	-205.673	6.244	4.715	2.287
-200.723	-205.798	6.181	4.783	2.293
-200.620	-205.690	6.199	4.635	2.256
-200.764	-205.909	6.062	4.791	2.553
-200.654	-205.866	6.058	4.844	2.495
-200.747	-205.840	6.222	4.782	2.301
-200.662	-205.542	6.277	4.484	2.278
-200.736	-205.898	6.124	4.872	2.396
-200.704	-205.800	6.252	4.696	2.266
-200.698	-205.661	6.243	4.615	2.323
-200.814	-206.069	6.222	4.934	2.337
-200.702	-205.942	6.177	4.912	2.391
-200.745	-205.971	6.264	4.849	2.219
-200.565	-206.162	6.156	5.062	2.345
-200.759	-205.878	6.206	4.876	2.386
-200.688	-205.839	6.175	4.668	2.327
-200.761	-205.788	6.251	4.584	2.348
-200.830	-206.126	6.042	5.053	2.559
-200.692	-205.769	6.157	4.790	2.439
-200.727	-206.226	6.128	5.188	2.458
-200.694	-206.099	6.192	4.907	2.331
-200.654	-205.690	6.115	4.642	2.414
-200.615	-205.701	6.208	4.798	2.284
-200.635	-205.845	6.132	4.822	2.394
-200.682	-205.932	6.168	4.818	2.362
-200.842	-206.300	6.163	5.082	2.433
-200.654	-205.452	6.245	4.519	2.259
-200.695	-205.832	6.182	4.702	2.377
-200.569	-205.543	6.187	4.588	2.231
-200.791	-206.330	6.048	5.279	2.532
-200.706	-206.108	6.193	4.940	2.316
-200.673	-205.746	6.254	4.789	2.245
-200.693	-206.024	6.180	4.881	2.393
-200.718	-206.666	5.927	5.448	2.657
-200.733	-206.003	6.151	4.954	2.387
-200.598	-205.865	6.158	4.731	2.344
-200.779	-206.418	6.079	5.212	2.493
-200.709	-206.024	6.178	4.813	2.341
-200.745	-205.916	6.247	4.721	2.253
-200.717	-206.491	6.055	5.275	2.467
-200.763	-206.506	6.100	5.268	2.466
-200.840	-206.420	6.181	5.373	2.330
-200.924	-206.504	6.221	5.243	2.325
-200.710	-205.912	6.079	4.808	2.484
-200.654	-205.881	6.178	4.745	2.360
-200.595	-205.812	6.133	4.712	2.420
-200.932	-206.493	6.121	5.250	2.403
-200.753	-205.986	6.257	4.839	2.324
-200.711	-206.146	6.210	4.970	2.324
-200.766	-206.321	6.146	5.197	2.408
-200.770	-205.975	6.206	4.923	2.375
-200.682	-206.292	6.112	5.107	2.402
-200.626	-205.966	6.170	4.878	2.351
-200.858	-205.832	6.222	4.761	2.337
-200.648	-205.913	6.148	4.816	2.393
-200.644	-205.852	6.215	4.715	2.290
-200.697	-206.401	6.000	5.286	2.552
-200.809	-206.108	6.118	4.964	2.421
-200.781	-206.142	6.201	4.919	2.412
-200.650	-205.994	6.119	4.952	2.359
-200.665	-205.830	6.220	4.664	2.289
-200.713	-205.962	6.214	4.912	2.324
-200.611	-205.860	6.177	4.799	2.333
-200.625	-206.260	6.058	5.026	2.522
-200.684	-205.795	6.219	4.775	2.309
-200.653	-205.678	6.232	4.739	2.275
-200.766	-205.793	6.229	4.766	2.383
-200.954	-206.361	6.086	5.202	2.479
-200.668	-205.785	6.197	4.611	2.308
-200.709	-205.739	6.191	4.718	2.364
-200.646	-205.673	6.217	4.561	2.334
-200.761	-206.030	6.146	4.898	2.389
-200.734	-206.309	6.054	5.315	2.541
-200.648	-205.601	6.260	4.594	2.264
-200.710	-205.950	6.262	4.759	2.273
-200.736	-206.066	6.191	5.005	2.317
-200.574	-206.032	6.176	5.097	2.354
-200.705	-206.245	6.059	5.097	2.478
-200.699	-206.361	6.043	5.239	2.528
-200.699	-206.255	6.140	5.096	2.341
-200.718	-205.762	6.180	4.709	2.349
-200.623	-206.036	6.090	4.971	2.397
-200.613	-205.730	6.302	4.584	2.173
-200.625	-206.106	6.170	4.893	2.339
-200.669	-205.645	6.316	4.679	2.181
-200.620	-205.780	6.118	4.800	2.391
-200.660	-205.734	6.203	4.744	2.338
-200.732	-206.222	6.120	5.038	2.363
-200.657	-205.762	6.258	4.676	2.267
-200.624	-205.790	6.036	4.726	2.421
-200.621	-205.762	6.248	4.567	2.218
-200.692	-205.904	6.200	4.665	2.320
-200.666	-205.956	6.044	5.031	2.558
-200.603	-205.567	6.176	4.646	2.372
-200.785	-205.941	6.106	4.876	2.467
-200.686	-205.961	6.097	5.054	2.400
-200.654	-205.947	6.220	4.808	2.207
-200.638	-205.368	6.283	4.524	2.223
-200.672	-206.054	6.168	4.968	2.453
-200.711	-205.791	6.243	4.567	2.319
-200.705	-205.975	6.191	4.769	2.382
-200.622	-205.889	6.184	4.895	2.364
-200.687	-206.004	6.211	4.802	2.255
-200.816	-206.132	6.132	5.158	2.420
-200.661	-206.025	6.155	4.980	2.436
-200.639	-206.392	6.012	5.211	2.513
-200.658	-206.089	6.185	4.786	2.361
-200.607	-205.843	6.188	4.852	2.357
-200.645	-206.016	6.111	5.028	2.435
-200.734	-205.987	6.191	4.901	2.449
-200.726	-205.865	6.202	4.815	2.369
-200.652	-205.875	6.152	4.838	2.309
-200.722	-205.828	6.284	4.628	2.259
-200.754	-205.943	6.259	4.777	2.250
-200.587	-205.940	6.191	4.888	2.347
-200.778	-206.001	6.130	4.773	2.453
-200.710	-205.971	6.155	4.913	2.364
-200.749	-205.953	6.153	4.826	2.296
-200.661	-206.022	6.039	4.933	2.488
-200.760	-206.075	6.137	4.959	2.442
-200.669	-205.661	6.283	4.642	2.206
-200.642	-205.741	6.203	4.736	2.268
-200.775	-205.877	6.113	4.762	2.506
-200.644	-205.795	6.153	4.723	2.439
-200.741	-206.364	5.978	5.197	2.706
-200.733	-205.622	6.284	4.508	2.313
-200.599	-205.677	6.240	4.665	2.304
-200.786	-205.949	6.162	4.964	2.484
-200.658	-205.900	6.180	4.724	2.411
-200.650	-205.855	6.180	4.715	2.350
-200.740	-206.316	5.986	5.151	2.595
-200.592	-205.774	6.200	4.704	2.325
-200.671	-205.681	6.180	4.625	2.399
-200.737	-205.943	6.153	4.751	2.328
-200.620	-206.182	6.124	4.885	2.353
-200.673	-205.810	6.156	4.811	2.352
-200.769	-205.480	6.276	4.449	2.185
-200.642	-206.102	6.076	4.928	2.421
-200.728	-205.677	6.258	4.718	2.242
-200.736	-206.143	6.075	4.871	2.413
-200.770	-205.777	6.169	4.708	2.489
-200.563	-205.673	6.199	4.610	2.262
-200.587	-205.515	6.150	4.520	2.400
-200.722	-206.024	6.125	4.878	2.366
-200.581	-205.592	6.224	4.479	2.259
-200.610	-205.992	6.098	4.929	2.366
-200.751	-205.925	6.184	4.826	2.258
-200.780	-206.313	6.045	5.287	2.515
-200.664	-205.977	6.087	4.912	2.405
-200.627	-206.109	5.981	5.028	2.459
-200.628	-205.962	6.149	4.760	2.333
-200.665	-205.684	6.191	4.574	2.284
-200.805	-205.844	6.143	4.752	2.348
-200.747	-205.743	6.204	4.691	2.344
-200.662	-205.923	6.201	4.749	2.375
-200.825	-205.934	6.157	4.922	2.458
-200.749	-205.978	6.156	4.891	2.389
-200.634	-205.838	6.199	4.732	2.327
-200.678	-205.945	6.113	5.011	2.403
-200.656	-205.982	6.220	4.772	2.347
-200.690	-206.061	6.080	5.067	2.469
-200.774	-206.109	6.130	4.966	2.441
-200.688	-205.983	6.135	4.862	2.468
-200.690	-205.762	6.205	4.642	2.325
-200.691	-205.680	6.248	4.621	2.354
-200.654	-206.308	6.047	5.153	2.501
-200.611	-205.902	6.126	4.771	2.331
-200.670	-206.123	6.143	4.885	2.385
-200.814	-205.996	6.217	5.008	2.370
-200.707	-205.779	6.201	4.868	2.368
-200.716	-205.895	6.164	4.681	2.467
-200.692	-206.327	6.106	5.070	2.416
-200.617	-205.687	6.261	4.573	2.225
-200.706	-205.834	6.225	4.739	2.269
-200.971	-206.553	6.130	5.444	2.479
-200.709	-205.747	6.196	4.717	2.322
-200.663	-205.678	6.268	4.555	2.213
-200.635	-205.714	6.173	4.605	2.293
-200.638	-205.972	6.165	4.950	2.376
-200.642	-205.563	6.247	4.555	2.275
-200.839	-206.363	6.059	5.240	2.526
-200.648	-205.618	6.236	4.549	2.278
-200.634	-205.945	6.162	4.702	2.344
-200.688	-205.886	6.226	4.883	2.245
-200.782	-206.065	6.035	5.122	2.606
-200.620	-205.598	6.198	4.526	2.322
-200.663	-205.929	6.150	4.803	2.410
-200.650	-205.776	6.242	4.576	2.283
-200.666	-205.934	6.118	4.891	2.513
-200.686	-205.926	6.202	4.815	2.340
-200.719	-205.835	6.163	4.805	2.405
-200.723	-205.922	6.252	4.788	2.256
-200.744	-205.894	6.056	4.913	2.574
-200.577	-205.711	6.154	4.828	2.308
-200.673	-205.883	6.148	4.751	2.312
-200.727	-205.660	6.283	4.807	2.259
-200.719	-205.938	6.220	4.856	2.304
-200.649	-206.162	6.184	5.039	2.326
-200.645	-205.666	6.197	4.569	2.299
-200.744	-206.429	6.108	5.248	2.412
-200.640	-205.818	6.129	4.827	2.470
-200.647	-205.764	6.141	4.653	2.404
-200.691	-205.877	6.258	4.618	2.278
-200.635	-206.215	6.096	5.029	2.478
-200.639	-205.847	6.130	4.823	2.391
-200.698	-205.774	6.150	4.704	2.538
-200.633	-205.644	6.210	4.591	2.311
-200.620	-205.455	6.239	4.468	2.289
-200.633	-206.132	6.069	4.969	2.499
-200.602	-205.724	6.171	4.650	2.344
-200.668	-205.841	6.201	4.685	2.376
-200.745	-206.070	6.140	4.838	2.481
-200.821	-206.109	6.076	5.029	2.537
-200.594	-205.814	6.149	4.747	2.305
-200.696	-205.861	6.195	4.656	2.398
-200.667	-205.741	6.214	4.745	2.304
-200.652	-205.624	6.233	4.618	2.286
-200.643	-205.805	6.125	4.814	2.356
-200.708	-206.138	6.103	4.975	2.495
-200.777	-205.815	6.240	4.735	2.293
-200.750	-205.820	6.184	4.778	2.419
-200.747	-206.182	6.065	5.279	2.534
-200.684	-205.605	6.225	4.631	2.275
-200.702	-206.214	6.058	5.022	2.589
-200.761	-206.504	6.117	5.220	2.393
-200.723	-206.279	6.144	5.022	2.361
-200.600	-206.146	6.121	5.137	2.413
-200.616	-205.919	6.200	4.853	2.288
-200.795	-206.690	6.082	5.538	2.554
-200.923	-206.367	6.195	5.240	2.445
-200.814	-206.375	6.102	5.272	2.457
-200.712	-206.179	6.146	4.996	2.383
-200.655	-205.807	6.217	4.698	2.351
-200.600	-206.090	6.218	4.904	2.260
-200.696	-205.928	6.233	4.695	2.330
-200.668	-205.765	6.256	4.661	2.225
-200.702	-205.924	6.141	4.863	2.442
-200.657	-205.667	6.264	4.674	2.202
-200.592	-205.714	6.220	4.660	2.256
-200.657	-205.520	6.211	4.537	2.297
-200.652	-205.847	6.137	4.744	2.349
-200.688	-205.736	6.169	4.755	2.353
-200.695	-205.593	6.235	4.500	2.284
-200.649	-205.810	6.142	4.802	2.396
-200.588	-205.745	6.103	4.729	2.421
-200.710	-205.788	6.219	4.568	2.300
-200.651	-206.010	6.087	4.948	2.492
-200.740	-206.254	6.092	5.015	2.435
-200.661	-205.709	6.153	4.765	2.389
-200.652	-206.031	6.174	4.885	2.356
-200.684	-206.102	6.133	4.975	2.362
-200.655	-205.953	6.097	4.924	2.417
-200.781	-205.755	6.259	4.635	2.349
-200.615	-205.775	6.251	4.702	2.270
-200.653	-205.839	6.154	4.889	2.388
-200.758	-206.435	6.038	5.283	2.645
-200.636	-205.976	6.169	4.889	2.418
-200.755	-205.878	6.154	4.869	2.451
-200.661	-205.779	6.241	4.757	2.264
-200.664	-206.141	6.090	5.070	2.462
-200.718	-206.003	6.206	4.872	2.271
-200.805	-206.405	6.157	5.180	2.357
-200.681	-206.241	6.056	5.314	2.572
-200.695	-206.054	6.203	4.989	2.325
-200.799	-206.107	6.276	4.966	2.274
-200.686	-206.058	6.196	4.993	2.318
-200.659	-205.667	6.304	4.639	2.253
-200.604	-206.046	6.138	4.880	2.354
-200.786	-206.065	6.263	4.913	2.245
-200.886	-206.400	6.160	5.431	2.344
-200.781	-206.592	6.133	5.638	2.407
-200.800	-206.283	6.098	5.229	2.485
-200.812	-206.493	6.228	5.207	2.345
-200.734	-205.677	6.270	4.649	2.306
-200.667	-206.179	6.060	5.010	2.578
-200.601	-206.028	6.180	4.830	2.278
-200.623	-205.977	6.175	4.886	2.345
-200.667	-205.767	6.184	4.726	2.357
-200.620	-205.925	6.140	4.844	2.392
-200.742	-206.109	6.177	5.013	2.340
-200.755	-206.479	6.031	5.355	2.513
-200.637	-205.739	6.246	4.642	2.235
-200.551	-205.811	6.152	4.749	2.304
-200.681	-205.780	6.171	4.708	2.320
-200.697	-205.871	6.209	4.684	2.335
-200.562	-205.762	6.227	4.729	2.219
-200.679	-205.887	6.186	4.768	2.354
-200.666	-205.679	6.272	4.719	2.280
-200.714	-205.759	6.248	4.592	2.279
-200.735	-206.320	6.143	5.218	2.403
-200.642	-205.675	6.258	4.581	2.267
-200.732	-205.728	6.290	4.557	2.161
-200.697	-205.733	6.249	4.727	2.326
-200.838	-206.275	6.179	5.060	2.365
-200.662	-205.870	6.228	4.883	2.310
-200.721	-206.030	6.006	4.991	2.560
-200.726	-205.970	6.142	4.920	2.380
-200.753	-205.785	6.185	4.768	2.422
-200.675	-206.319	6.075	5.126	2.479
-200.641	-205.745	6.208	4.657	2.282
-200.657	-205.837	6.206	4.788	2.289
-200.643	-205.741	6.158	4.712	2.366
-200.670	-205.777	6.202	4.549	2.299
-200.745	-205.717	6.109	4.745	2.391
-200.778	-205.851	6.151	4.735	2.427
-200.717	-205.733	6.172	4.684	2.362
-200.643	-206.019	6.024	4.905	2.522
-200.719	-205.838	6.191	4.723	2.333
-200.675	-206.014	6.146	5.045	2.333
-200.670	-205.674	6.220	4.663	2.263
-200.664	-205.926	6.094	4.976	2.418
-200.715	-205.854	6.149	4.818	2.361
-200.640	-206.004	6.096	4.971	2.482
-200.698	-205.763	6.210	4.673	2.394
-200.658	-205.715	6.285	4.600	2.215
-200.729	-206.184	6.069	5.244	2.520
-200.540	-205.990	6.171	4.872	2.303
-200.593	-205.733	6.264	4.595	2.215
-200.652	-205.608	6.195	4.769	2.279
-200.571	-205.909	6.073	4.947	2.452
-200.830	-205.934	6.176	4.839	2.408
-200.799	-205.805	6.224	4.496	2.356
-200.609	-205.699	6.254	4.560	2.230
-200.626	-205.824	6.176	4.764	2.324
-200.612	-205.673	6.168	4.603	2.315
-200.754	-205.904	6.243	4.677	2.300
-200.596	-206.007	6.086	4.912	2.439
-200.680	-205.861	6.241	4.738	2.277
-200.710	-206.400	6.123	5.166	2.470
-200.742	-206.168	6.203	4.878	2.323
-200.767	-206.086	6.222	4.934	2.337
-200.654	-205.389	6.316	4.410	2.191
-200.650	-205.798	6.205	4.616	2.242
-200.622	-205.878	6.155	4.907	2.360
-200.741	-205.780	6.198	4.657	2.395
-200.727	-205.926	6.124	4.980	2.488
-200.626	-205.328	6.275	4.384	2.220
-200.717	-205.648	6.220	4.621	2.406
-200.692	-205.911	6.141	4.915	2.389
-200.653	-205.508	6.259	4.606	2.219
-200.677	-205.804	6.242	4.638	2.224
-200.732	-206.076	6.075	5.015	2.438
-200.745	-205.713	6.242	4.498	2.323
-200.669	-205.945	6.178	4.703	2.320
-200.691	-205.926	6.199	4.790	2.387
-200.702	-205.955	6.160	4.947	2.394
-200.735	-206.083	6.126	4.963	2.369
-200.627	-205.797	6.208	4.580	2.339
-200.768	-206.020	6.122	4.905	2.468
-200.753	-205.818	6.170	4.815	2.362
-200.667	-205.544	6.247	4.470	2.265
-200.714	-205.876	6.254	4.773	2.336
-200.691	-205.948	6.153	4.827	2.447
-200.701	-205.688	6.242	4.589	2.300
-200.680	-205.850	6.180	4.766	2.405
-200.589	-205.780	6.180	4.703	2.302
-200.662	-205.955	6.197	4.906	2.305
-200.571	-205.609	6.232	4.651	2.249
-200.646	-205.969	6.163	4.851	2.334
-200.592	-205.949	6.161	4.937	2.276
-200.620	-205.702	6.201	4.756	2.299
-200.651	-205.693	6.231	4.430	2.273
-200.671	-205.435	6.242	4.393	2.266
-200.684	-205.383	6.256	4.503	2.252
-200.600	-205.781	6.236	4.685	2.223
-200.707	-205.775	6.255	4.624	2.258
-200.685	-206.004	6.087	4.859	2.466
-200.707	-205.608	6.225	4.564	2.332
-200.606	-205.846	6.114	4.714	2.380
-200.714	-205.735	6.180	4.786	2.326
-200.715	-206.147	6.141	4.973	2.371
-200.846	-206.148	6.086	5.124	2.575
-200.699	-205.857	6.196	4.760	2.340
-200.515	-205.606	6.224	4.474	2.200
-200.645	-205.803	6.215	4.754	2.353
-200.763	-206.162	6.124	5.062	2.404
-200.628	-205.877	6.207	4.734	2.325
-200.571	-205.720	6.140	4.675	2.297
-200.657	-206.156	6.095	4.982	2.402
-200.720	-206.359	6.021	5.252	2.556
-200.709	-205.824	6.188	4.771	2.295
-200.574	-205.807	6.220	4.599	2.203
-200.574	-205.578	6.251	4.543	2.227
-200.650	-205.450	6.266	4.441	2.267
-200.677	-206.058	6.176	4.982	2.289
-200.713	-205.960	6.173	4.813	2.369
-200.682	-206.226	5.983	5.247	2.589
-200.644	-205.944	6.232	4.941	2.253
-200.745	-205.846	6.200	4.725	2.345
-200.771	-205.800	6.223	4.664	2.307
-200.607	-205.800	6.128	4.836	2.387
-200.847	-205.804	6.226	4.774	2.301
-200.620	-205.905	6.147	4.766	2.296
-200.567	-205.895	6.210	4.725	2.216
-200.658	-205.823	6.226	4.811	2.260
-200.610	-205.764	6.192	4.645	2.362
-200.707	-205.600	6.228	4.671	2.373
-200.649	-205.953	6.130	4.864	2.418
-200.663	-205.683	6.227	4.646	2.295
-200.638	-205.773	6.161	4.706	2.313
-200.660	-205.805	6.145	4.728	2.390
-200.616	-205.630	6.248	4.554	2.256
-200.590	-205.748	6.183	4.638	2.271
-200.696	-206.156	6.123	5.058	2.495
-200.691	-206.155	6.116	5.052	2.398
-200.645	-206.247	6.111	5.142	2.399
-200.667	-206.179	6.174	4.981	2.350
-200.593	-206.155	6.050	5.074	2.472
-200.685	-205.902	6.178	4.825	2.310
-200.670	-205.934	6.190	4.996	2.333
-200.859	-206.306	6.113	5.269	2.488
-200.709	-206.093	6.145	4.980	2.355
-200.624	-205.667	6.206	4.599	2.260
-200.599	-205.975	6.205	4.822	2.316
-200.696	-205.767	6.164	4.770	2.385
-200.669	-205.471	6.326	4.303	2.176
-200.625	-205.653	6.243	4.519	2.309
-200.732	-205.826	6.207	4.672	2.287
-200.664	-206.109	5.996	5.025	2.601
-200.839	-205.701	6.248	4.575	2.286
-200.732	-205.420	6.306	4.366	2.318
-200.695	-205.532	6.144	4.639	2.466
-200.811	-205.940	6.157	4.889	2.327
-200.587	-205.686	6.165	4.688	2.340
-200.670	-205.547	6.246	4.516	2.272
-200.706	-205.983	6.091	4.831	2.509
-200.705	-205.723	6.171	4.626	2.417
-200.685	-205.636	6.258	4.619	2.237
-200.602	-205.652	6.244	4.670	2.222
-200.679	-205.660	6.217	4.687	2.334
-200.621	-205.974	6.125	4.814	2.352
-200.629	-205.748	6.150	4.632	2.328
-200.724	-205.828	6.174	4.682	2.365
-200.593	-205.546	6.217	4.569	2.271
-200.636	-205.631	6.242	4.695	2.216
-200.669	-205.735	6.227	4.709	2.234
-200.678	-206.213	6.054	5.146	2.504
-200.649	-205.579	6.286	4.441	2.287
-200.786	-205.749	6.164	4.742	2.453
-200.673	-205.487	6.256	4.474	2.297
-200.677	-205.801	6.228	4.760	2.302
-200.655	-205.921	6.166	4.748	2.305
-200.663	-205.892	6.210	4.905	2.323
-200.620	-205.841	6.166	4.697	2.402
-200.638	-205.886	6.166	4.699	2.275
-200.634	-205.534	6.255	4.720	2.270
-200.673	-205.963	6.235	4.924	2.258
-200.871	-205.956	6.247	4.825	2.283
-200.686	-205.773	6.243	4.620	2.291
-200.716	-205.727	6.127	4.755	2.380
-200.734	-205.943	6.206	4.836	2.294
-200.680	-205.674	6.187	4.646	2.339
-200.726	-205.752	6.211	4.637	2.283
-200.679	-205.632	6.201	4.622	2.335
-200.612	-205.573	6.202	4.497	2.275
-200.738	-206.226	6.060	5.112	2.484
-200.824	-206.024	6.111	4.936	2.472
-200.778	-205.492	6.260	4.335	2.361
-200.770	-205.573	6.265	4.417	2.319
-200.812	-205.514	6.296	4.424	2.282
-200.746	-206.065	6.058	5.042	2.569
-200.742	-205.525	6.279	4.393	2.450
-200.777	-206.099	6.007	5.099	2.570
-200.693	-205.585	6.188	4.408	2.325
-200.722	-205.548	6.286	4.337	2.271
-200.680	-205.579	6.197	4.464	2.325
-200.713	-205.787	6.123	4.742	2.417
-200.601	-205.363	6.165	4.358	2.302
-200.683	-205.664	6.135	4.621	2.413
-200.707	-205.623	6.158	4.531	2.354
-200.678	-205.550	6.222	4.428	2.340
-200.775	-205.394	6.284	4.301	2.222
-200.729	-205.866	6.094	4.940	2.498
-200.793	-205.906	6.190	4.634	2.389
-200.664	-205.410	6.231	4.367	2.256
-200.748	-205.388	6.286	4.287	2.290
-200.819	-205.753	6.159	4.639	2.450
-200.710	-205.551	6.155	4.569	2.361
-200.776	-205.709	6.190	4.630	2.385
-200.888	-205.822	6.163	4.726	2.475
-200.768	-206.157	6.131	4.916	2.456
-200.757	-205.870	6.261	4.820	2.270
-200.669	-205.466	6.237	4.440	2.278
-200.741	-205.757	6.233	4.699	2.358
-200.814	-205.730	6.268	4.599	2.263
-200.681	-205.414	6.226	4.292	2.322
-200.724	-205.648	6.161	4.441	2.350
-200.636	-205.531	6.202	4.584	2.300
-200.722	-205.553	6.219	4.470	2.273
-200.647	-205.752	6.116	4.664	2.399
-200.721	-205.673	6.175	4.576	2.362
-200.808	-205.849	6.235	4.575	2.290
-200.619	-205.630	6.264	4.504	2.258
-200.686	-205.760	6.088	4.677	2.499
-200.671	-206.137	6.067	5.057	2.478
-200.713	-205.635	6.231	4.523	2.268
-200.892	-206.117	6.161	5.057	2.393
-200.726	-205.493	6.329	4.309	2.253
-200.693	-205.910	6.172	4.983	2.388
-200.735	-205.598	6.206	4.435	2.280
-200.693	-205.635	6.220	4.564	2.345
-200.665	-205.378	6.259	4.328	2.314
-200.646	-205.315	6.237	4.313	2.199
-200.663	-205.555	6.244	4.460	2.318
-200.624	-205.330	6.258	4.285	2.226
